Rxn name;Rxn description;Formula;Formula;Gene-reaction association;Genes;Proteins;Subsystem;Reversible;LB;UB;Objective;Confidence Score;EC Number;Notes;References
EAR60y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0);h[c] + nadph[c] + thex2eACP[c]  -> nadp[c] + hexACP[c] ;cpd00067 + cpd00005 + cpd11473  -> cpd00006 + cpd11472 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
EAR80y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0);h[c] + nadph[c] + toct2eACP[c]  -> nadp[c] + ocACP[c] ;cpd00067 + cpd00005 + cpd11552  -> cpd00006 + cpd11470 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
COALCDH;coniferyl-alcohol dehydrogenase;nad[c] + confrl[c]  -> h[c] + nadh[c] + conialdh[c] ;cpd00003 + cpd00458  -> cpd00067 + cpd00004 + cpd01733 ;;;;Aromatic Compounds Degradation. B-Ketoadipate pathway;0;0;1000;0;1;;;
SCYSSL;S-sulfo-L-cysteine sulfite lyase;scys_L[c] + 2 gthrd[c]  <=> h[c] + so3[c] + cys_L[c] + gthox[c] ;cpd01608 + 2 cpd00042  <=> cpd00067 + cpd00081 + cpd00084 + cpd00111 ;;;;Cysteine Metabolism;1;-1000;1000;0;1;;;
HCO3E;HCO3 equilibration reaction;co2[c] + h2o[c]  <=> h[c] + hco3[c] ;cpd00011 + cpd00001  <=> cpd00067 + cpd00242 ;;;;Unassigned;1;-1000;1000;0;1;;Based on iJN746;
H2CO3D2;carboxylic acid dissociation;h[c] + hco3[c]  <=> h2co3[c] ;cpd00067 + cpd00242  <=> cpd00242 ;;;;Unassigned;1;-1000;1000;0;1;;Based on iJN746;
HACD9;3 hydroxyacyl CoA dehydrogenase 2 Methylacetoacetyl CoA ;nad[c] + 3hmbcoa[c]  <=> h[c] + nadh[c] + 2maacoa[c] ;cpd00003 + cpd02691  <=> cpd00067 + cpd00004 + cpd02124 ;;;;Valine leucine and isoleucine degradation;1;-1000;1000;0;1;;Based on iJN746;
DNAMTn2r;DNA cytosine 5 methyltransferase;amet[c] + dna[c]  <=> h[c] + ahcys[c] + dna5mtc[c] ;cpd00017 + cpd11461  <=> cpd00067 + cpd00019 + cpd12223 ;;;;Methionine Metabolism;1;-1000;1000;0;1;;Based on iJN746;
DHPM1;dihydropyrimidinase 5 6 dihydrouracil ;h2o[c] + 56dura[c]  -> h[c] + cala[c] ;cpd00001 + cpd00337  -> cpd00067 + cpd01720 ;;;;Pantothenate and CoA Biosynthesis;0;0;1000;0;1;;Based on iJN746;
phenylacetate_pp;phenylacetate transport via periplasm to cytosol ;phea[p]  <=> phea[c] ;cpd01033  <=> cpd01033 ;;;;Transport;1;-1000;1000;0;1;;;
phenylacetatetex;phenylacetate transport via diffusion extracellular to periplasm ;phea[e] <=> phea[p] ;cpd01033 <=> cpd01033 ;;;;Transport;1;-1000;1000;0;1;;;
EX_phenylacetate(e);Phenylacetate Exchange ;phea[e] <=> ;cpd01033 <=> ;;;;Exchange;1;0;1000;0;1;;;
PACL;phenylacetate-CoA ligase;phea[c] + atp[c] + coa[c] -> phacoa[c] + amp[c] + ppi[c];cpd01033 + cpd00002 + cpd00010 -> cpd00452 + cpd00018 + ppi[c];;;;TBD;0;0;1000;0;2;EC 6.2.1.3;;
PACE;phenylacetyl-CoA 1.2-epoxidase;nadph[c] + o2[c] + h[c] + phacoa[c] -> h2o[c] + nadp[c] + edhacoa[c];cpd00005 + cpd00007 + cpd00067 + cpd00452 -> cpd00001 + cpd00006 + edhacoa[c];;;;Aromatic compound degradation;0;0;1000;0;2;EC-1.14.13.149;;
OYACO;2-(1.2-epoxy-1.2-dihydrophenyl)acetyl-CoA isomerase;edhacoa[c] -> o2yacoa[c];cpd21214 -> o2yacoa[c];;;;TBD;0;0;1000;0;2;EC 5.3.3.18;;
ODHSA;oxepin-CoA hydrolase;o2yacoa[c] + h2o[c] -> o5dhsa[c];cpd21214 + cpd00001 -> o5dhsa[c];;;;TBD;0;0;1000;0;2;EC 3.3.2.12;;
ODSC;phenylacetate degradation ;o5dhsa[c] + nadp[c] + h2o[c] -> nadph[c] + o5dsc[c] + 2 h[c];cpd16740 + cpd00006 + cpd00001 -> cpd00005 + cpd21184 + 2 h[c];;;;TBD;0;0;1000;0;3;obsolate EC number;;
ECOAH;enoyl-CoA hydratase : PSPTO_2065 ;d2hacoa[c] + h2o[c] -> 3hadpcoa[c];cpd02068 + cpd00001 -> 3hadpcoa[c];;;;TBD;0;0;1000;0;2;4.2.1.17;;
HACOAD;3-hydroxyacyl-CoA dehydrogenase;3hadpcoa[c] + nad[c] -> oxadpcoa[c] + nadh[c] + h[c];cpd09844 + cpd00003 -> cpd01507 + cpd00004 + h[c];;;;TBD;0;0;1000;0;2;EC 1.1.1.35;;
G1PT;glucose-1-phosphate thymidylyltransferase;g1p[c] + dttp[c] + h[c] -> tdpglc[c] + ppi[c];cpd00089 + cpd00357 + cpd00067 -> cpd00626 + ppi[c];;;;TBD;0;0;1000;0;2;EC 2.7.7.24;;
G4D;dTDP-glucose 4.6-dehydratase  ;tdpglc[c] -> tdpdglp[c] + h2o[c];cpd00626 -> cpd00521 + h2o[c];PSPTO_1081 or PSPTO_5396;PSPTO_1081 . PSPTO_5396;rfbB-1. rfbB-2;TBD;0;0;1000;0;2;4.2.1.46;;
DHR;dTDP-4-dehydrorhamnose 3.5-epimerase ;tdpdglp[c] -> tdp4dr[c];cpd00521 -> tdp4dr[c];PSPTO_1077 or PSPTO_5397;PSPTO_1077 . PSPTO_5397;rfbC-1. rfbC-2;TBD;0;0;1000;0;2;5.1.3.13;;
DHRH;dTDP-4-dehydrorhamnose reductase ;tdp4dr[c] + nadph[c] + h[c] -> tdprha[c] + nadp[c];cpd00521 + cpd00005 + cpd00067 -> cpd02036 + nadp[c];;;;TBD;0;0;1000;0;2;;;
RhlA;rhamnosyltransferase chain A;3haACP[c] + h2o[c] -> HAA[c] + ACP[c] + h[c];cpd11478 + cpd00001 -> HAA[c] + cpd11493 + h[c];;;;TBD;0;0;1000;0;2;;;
Rhamt;Rhamnisol transferase;tdprha[c] + HAA[c] -> rham[c] + dtdp[c] + h[c];cpd02036 + HAA[c] -> cpd27526 + cpd00297 + h[c];;;;TBD;0;0;1000;0;2;2.4.1/3.2.1.52;;
rhamnolip_pp;rhamnolip transport via periplasm to cytosol ;rham[p]  <=> rham[c] ;cpd27526  <=> cpd27526 ;;;;Transport;1;-1000;1000;0;3;;;
rhamnoliptex;rhamnolip transport via diffusion extracellular to periplasm ;rham[e] <=> rham[p] ;cpd27526 <=> cpd27526 ;;;;Transport;1;-1000;1000;0;3;;;
EX_Rhamnol(e);rhamnolip Exchange ;rham[e] <=> ;cpd27526 <=> ;;;;Exchange;1;0;1000;0;;;;
POBA;p-hydroxybenzoate hydroxylase;bz[c] + nadph[c] + o2[c] + h[c] -> 4hbz[c] + nadp[c] + h2o[c];cpd00153 + cpd00005 + cpd00007 + cpd00067 -> cpd00136 + cpd00006 + h2o[c];;;;TBD;0;0;1000;0;2;1.14.13.12;;
ICS;isochorismate synthase;chor[c] -> ichor[c] ;cpd00216 -> ichor[c] ;PSPTO_2595;PSPTO_2595;pchA;TBD;0;0;1000;0;2;5.4.4.2;;
ICHB;isochorismatase;ichor[c] + h2o[c] -> pyr[c] + 23ddhb[c];ichor[c] + cpd00001 -> cpd00020 + 23ddhb[c];;;;TBD;0;0;1000;0;2;3.3.2.1;;
2DHD;2.3-dihydro-2.3-dihydroxybenzoate dehydrogenase;nad[c] + 23ddhb[c] -> 23dhb[c] + nadh[c] + h[c];cpd00003 + cpd02566 -> cpd00168 + cpd00004 + h[c];;;;aromatic compound biosynthesis;0;0;1000;0;2;EC-1.3.1.28;;
GADT;glutamine amidotransferase;gln_L[c] + chor[c]  -> glu_L[c] + 4adcho[c];cpd00053 + cpd00216  -> cpd00023 + 4adcho[c];PSPTO_2282;PSPTO_2282;pabB;TBD;0;0;1000;0;2;2.6.1.85;;
NT1;NAD(P)+ transhydrogenase ;nad[c] + nadph[c] <=> nadp[c] + nadh[c];cpd00003 + cpd00005 <=> cpd00006 + nadh[c];PSPTO_2106 or PSPTO_5464;PSPTO_2106 or PSPTO_5464;;TBD;1;-1000;1000;0;2;EC-1.6.1.3;;
EX_no3(e);no3 Exchange ;no3[e]  <=> ;cpd00209  <=> ;;;;Exchange;1;0;1000;0;;;;
NO3tex;nitrite transport via diffusion extracellular to periplasm ;no3[e]  <=> no3[p] ;cpd00209  <=> cpd00209 ;;;;Transport;1;-1000;1000;0;;;;
NO3tpp;nitrite transport via periplasm to cytosol ;no3[p]  <=> no3[c] ;cpd00209  <=> cpd00209 ;;;;Transport;1;-1000;1000;0;;;;
NO3R1;Nitrate reductase (Ubiquinol-8);2 h[c] + no3[c] + q8h2[c] -> 2 h[e] + h2o[c] + no2[c] + q8[c];2 cpd00067 + cpd00209 + cpd15561 -> 2 cpd00067 + cpd00001 + cpd00075 + q8[c];PSPTO_2301;PSPTO_2301;;Inorganic Nutrients Metabolism;0;0;1000;0;2;EC-1.7.99.4;;
NRDN;nitrite reductase [NAD(P)H];5 h[c] + no2[c] + 3 nadph[c] -> nh4[c] + 3 nadp[c] + h2o[c];5 cpd00067 + cpd00075 + 3 cpd00005 -> cpd00013 + 3 cpd00006 + h2o[c];PSPTO_3262 or PSPTO_3263;PSPTO_3262 or PSPTO_3263;;Cofactor. prosthetic groups. electron carriers biosynthesis;0;0;1000;0;2;EC-1.7.1.4;;
GLYPL;glycogen phosphorylase;glycogen[c] + pi[c] -> maltri[c] + g1p[c] ;cpd00155 + cpd00009 -> cpd00382 + cpd00089 ;PSPTO_5165;PSPTO_5165;;TBD;0;0;1000;0;2;EC-2.4.1.1;;
14GBE;1.4-?-glucan branching enzyme;aglucn[c] -> glycogen[c];cpd01916 -> glycogen[c];PSPTO_2762;PSPTO_2762;;central metabolism;0;0;1000;0;2;EC-2.4.1.18;;
GLCS1;glycogen synthase (ADPGlc);adpglc[c] -> adp[c] + aglucn[c] + h[c];cpd00387 -> cpd00008 + cpd01916 + h[c];;;;TBD;0;0;1000;0;2;EC-2.4.1.21;;
EX_algn(e);Alginate exchange;algn[e] <=> ;cpd11949 <=> ;;;;Exchange;1;0;1000;0;;;;
ALGNt;oligosaccharide-transporting ATPase;algn[e] + atp[c] + h2o[c] -> algn[p] + adp[c] + pi[c] + h[c];cpd11949 + cpd00002 + cpd00001 -> cpd11949 + cpd00008 + cpd00009 + h[c];;;;Transport;0;0;1000;0;2;EC-3.6.3.18;;
ALGNout;alginate_tt;algn[p]  ->  algn[c];cpd11949  ->  algn[c];;;;transport;0;0;1000;0;3;;;
ALGLY;alginate lyase : algL ;algn[c] -> ols[c] + h[c];cpd11949 -> cpd02663 + h[c];PSPTO_1236;PSPTO_1236;algL;Alginate degradation;0;0;1000;0;2;4.2.2.3;;
ALGD;alginate degradation;ols[c] + nadph[c] + h[c] -> 2dh3dgl[c] + nadp[c];cpd02663 + cpd00005 + cpd00067 -> cpd02441 + nadp[c];;;;Alginate degradation;0;0;1000;0;4;no EC number assigned;;
DH3DGK;2-dehydro-3-deoxygluconokinase : kdgK ;2dh3dgl[c] + atp[c] -> adp[c] + h[c] + 2ddg6p[c];cpd02441 + cpd00002 -> cpd00008 + cpd00067 + 2ddg6p[c];;;;Alginate degradation;0;0;1000;0;2;2.7.1.45/2.7.1.178;;
M6PI;mannose-6-phosphate isomerase;man6p[c] <=> f6p[c];cpd00235 <=> f6p[c];Pspto_1232 or Pspto_3530;Pspto_1232 or Pspto_3530;;alginate;1;-1000;1000;0;2;EC-5.3.1.8;;
PPMM;phosphomannomutase;man1p[c] <=> man6p[c];cpd00485 <=> man6p[c];Pspto_0083;Pspto_0083;;alginate;1;-1000;1000;0;2;EC-5.4.2.8;;
MM1PGT;mannose-1-phosphate guanylyltransferase;man1p[c] + gtp[c] + h[c] -> gdpman[c] + ppi[c];cpd00485 + cpd00038 + cpd00067 -> cpd00083 + ppi[c];Pspto_3530;Pspto_3530;;alginate;0;0;1000;0;2;EC-2.7.7.13;;
GM4D;GDP-mannose 4.6-dehydratase;gdpman[c] -> gdpddm[c] + h2o[c];cpd00083 -> cpd00900 + h2o[c];Pspto_1005;Pspto_1005;;alginate;0;0;1000;0;2;EC-4.2.1.47;;
GMAD;GDP-mannose dehydrogenase;gdpman[c] + 2 nad[c] + h2o[c] ->  gdpmannu[c] + 2 nadh[c] + 3 h[c];cpd00083 + 2 cpd00003 + cpd00001 ->  cpd00719 + 2 cpd00004 + 3 h[c];Pspto_1243;Pspto_1243;;alginate;0;0;1000;0;2;EC-1.1.1.132;;
MANNS;mannuron synthase;gdpmannu[c] <=> mannu[c] +  gdp[c] + 3 h[c];cpd00719 <=> cpd01735 +  cpd00031 + 3 h[c];Pspto_1241;Pspto_1241;;alginate;1;0;1000;0;2;EC-2.4.1.33;;
GLYE;glycogen epimerase;mannu[c] <=> algn[c];cpd01735 <=> algn[c];Pspto_1238;Pspto_1238;;alginate;1;0;1000;0;2;EC-5.1.3.3.37;;
EX_Fructor(e);Exchange Fructor;fruct_D[e]  <=> ;cpd00672  <=> ;;;;Exchange;1;0;1000;0;;;;
FRUCTtex;Fruct transport via diffusion extracellular to periplasm ;fruct_D[e]  <=> fruct_D[p];cpd00672  <=> fruct_D[p];;;;Transport;1;-1000;1000;0;;;;
FRUCTtpp;Fructo transport via periplasm to cytosol ;fruct_D[p] <=> fruct_D[c];cpd00672 <=> fruct_D[c];;;;Transport;1;-1000;1000;0;;;;
UXUB;D-mannonate oxidoreductase : uxuB ;fruct_D[c] + nadh[c] + h[c] -> mann_D[c] + nad[c];cpd00672 + cpd00004 + cpd00067 -> cpd00222 + nad[c];;;;TBD;0;0;1000;0;2;;;
MANND;mannonate dehydratase;mann_D[c] -> 2dh3dgl[c] + h2o[c];cpd00222 -> cpd02441 + h2o[c];;;;TBD;0;0;1000;0;2;;;
4HBCoA;4-hydroxybenzoyl-CoA hydrolase;4hbzoil[c] + h2o[c] -> 4hbz[c] + coa[c] + h[c];cpd16876 + cpd00001 -> cpd00136 + cpd00010 + h[c];;;;TBD;0;0;1000;0;2;EC 3.1.2.23;;
4HPad;4-hydroxyphenylacetaldehyde dehydrogenase;4hpacth[c] + nad[c] +  h2o[c] -> 4hpha[c]  + nadh[c]  + 2 h[c] ;cpd00430 + cpd00003 +  cpd00001 -> 4hpha[c]  + cpd00004  + 2 cpd00067 ;;;;octopamine metabolism;0;0;1000;0;3;EC-1.2.1.53;;
4Hacet;amine oxidase;tyr[c] + o2[c] + h2o[c] -> 4hpacth[c] + nh4[c] + h2o2[c];tyr[c] + cpd00007 + cpd00001 -> cpd00430 + cpd00013 + h2o2[c];;;;aromatic biogenic;0;0;1000;0;2;EC-1.4.3.4;;
4HPa3m;4-hydroxyphenylacetate 3-monooxygenase;4hpha[c] + fadh2[c] + o2[c] -> 34dhpa[c] + fad[c] + h[c] + h2o[c];4hpha[c] + cpd00982 + cpd00007 -> 34dhpa[c] + cpd00015 + cpd00067 + h2o[c];;;;aromatic degradation;0;0;1000;0;3;EC-1.14.14.9;;
ALLG;L-ascorbate biosynthesis V;gpt[c] <=> allgal[c];cpd00164 <=> allgal[c];;;;ascorbate biosynthesis;1;-1000;1000;0;3;EC not assigned;;
GPT;L-ascorbate biosynthesis V;gal1p[c] + h2o[c] -> gpt[c] + pi[c];cpd00348 + cpd00001 -> cpd00164 + pi[c];;;;ascorbate biosynthesis;0;0;1000;0;4;EC not assigned;;
GAL1P;L-ascorbate biosynthesis V;udpgal[c] -> gal1p[c];cpd00043 -> gal1p[c];;;;ascorbate biosynthesis;0;0;1000;0;4;EC not assigned;;
UDPglu;UDP-glucuronate 4-epimerase;udpglut[c] -> udpgal[c];cpd00144 -> udpgal[c];Pspto_5586;Pspto_5586;;polysaccharide biosynthesis;0;0;1000;0;2;EC-5.1.3.6;;
UDPg6d;UDP-glucose 6-dehydrogenase;udpg[c] + 2 nad[c] + h2o[c] -> udpglut[c] + 2 nadh[c] + 3 h[c];cpd00026 + 2 cpd00003 + cpd00001 -> cpd00144 + 2 cpd00004 + 3 h[c];Pspto_2891 or Pspto_5585;Pspto_2891 or Pspto_5585;;UDP-glucoronate biosynthesis;0;0;1000;0;3;EC-1.1.1.22;;
ADG;L-ascorbate biosynthesis V;gpt[c] <=> adgal[c];cpd00164 <=> adgal[c];;;;ascorbate biosynthesis;1;-1000;1000;0;4;EC not assigned;;
GTR;D-galacturonate reductase;adgal[c] + nadph[c] + h[c] -> algalt[c]+ nad[c];cpd00164 + cpd00005 + cpd00067 -> algalt[c]+ nad[c];;;;ascorbate biosynthesis;0;-1000;1000;0;2;1.1.1.365;;
G14L;L-ascorbate biosynthesis V;algalt[c]+ h[c] -> ga14l[c]+ h2o[c] ;algalt[c]+ cpd00067 -> ga14l[c]+ cpd00001 ;;;;ascorbate biosynthesis;0;0;1000;0;4;EC not assigned;;
ASC;Ascorbate synthesis;ga14l[c] + o2[c]  ->  ascb[c] + h2o2[c] + h[c];cpd00820 + cpd00007  ->  cpd00059 + cpd00025 + h[c];;;;ascorbate biosynthesis;0;0;1000;0;4;EC not assigned;;
sink_5mthglu_c_;sink 5mthglu c ;5mthglu[c]  <=> ;cpd02738  <=> ;;;;Exchange;1;-1000;1000;0;1;;;
sink_dna5mtc_c_;sink dna5mtc c ;dna5mtc[c]  <=> ;cpd12223  <=> ;;;;Exchange;1;-1000;1000;0;1;;;
sink_dna_c_;sink dna c ;dna[c]  <=> ;cpd11461  <=> ;;;;Exchange;1;-1000;1000;0;1;;;
sink_mclPHAg;sink mclPHAg;mclPHAg[c]  <=> ;cpd16752  <=> ;;;;Exchange;1;-1000;1000;0;1;;;
sink_pqq_c_;sink pqq c ;pqq[c]  <=> ;cpd00097  <=> ;;;;Exchange;1;-1000;1000;0;1;;;
sink_pqqh2_c_;sink pqqh2 c ;pqqh2[c]  <=> ;cpd00986  <=> ;;;;Exchange;1;-1000;1000;0;1;;;
sink_thglu_c_;sink thglu c ;thglu[c]  <=> ;cpd02555  <=> ;;;;Exchange;1;-1000;1000;0;1;;;
DM_AACALD;Sink needed to allow aminoacetaldehyde to leave system;aacald[c]  -> ;cpd04122  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_C100mclPHA;C100mclPHA demand;C100mclPHA[c]  -> ;cpd16744  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_C120mclPHA;C120mclPHA demand;C120mclPHA[c]  -> ;cpd16745  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_C121mclPHA;C121mclPHA demand;C121mclPHA[c]  -> ;cpd16746  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_C140mclPHA;C140mclPHA demand;C140mclPHA[c]  -> ;cpd16747  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_C141mclPHA;C141mclPHA demand;C141mclPHA[c]  -> ;cpd16748  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_C60mclPHA;C60mclPHA demand;C60mclPHA[c]  -> ;cpd16749  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_C80mclPHA;C80mclPHA demand;C80mclPHA[c]  -> ;cpd16750  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_dad_5;DM dad 5 c ;dad_5[c]  -> ;cpd03091  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_fald;Formaldehyde Demand;fald[c]  -> ;cpd00055  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_mclPHA;mclPHA demand;mclPHA[c]  -> ;cpd16751  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_ppal_c_;ppal demand;ppal[c]  -> ;cpd00371  -> ;;;;Exchange;0;0;1000;0;1;;;
DM_ptal;pentanaldehyde Demand;ptal[c]  -> ;cpd15621  -> ;;;;Exchange;0;0;1000;0;1;;;
PHA;PHA plus;C100mclPHA[c] + C120mclPHA[c] + C60mclPHA[c] + C80mclPHA[c]  <=> mclPHA[c] ;cpd16744 + cpd16745 + cpd16749 + cpd16750  <=> cpd16751 ;;;;PHAs Metabolism;1;-1000;1000;0;1;;;
DM_isobut;Demand reaction for isobutirate;isobut[c]  <=> ;cpd00211  <=> ;;;;Exchange;1;0;1000;0;1;;;
2DHGLCNtex;ketogluconate transport via diffusion extracellular to periplasm ;2dhglcn[e]  <=> 2dhglcn[p] ;cpd00480  <=> cpd00480 ;;;;Transport;1;-1000;1000;0;;;;
34DHCINMtex;DHCINM transport via diffusion extracellular to periplasm ;34dhcinm[e]  <=> 34dhcinm[p] ;cpd00881  <=> cpd00881 ;;;;Transport;1;-1000;1000;0;;;;
34DHCINMtpp;DHCINM transport via diffusion periplasm ;34dhcinm[p]  <=> 34dhcinm[c] ;cpd00881  <=> cpd00881 ;;;;Transport;1;-1000;1000;0;;;;
3OXOADPt_ex_;3 oxoadipate transport e ;3oxoadp[e]  <=> 3oxoadp[p] ;cpd00630  <=> cpd00269 ;;;;Transport;1;-1000;1000;0;;;;
4HBZtex;4 Hydroxybenzoate transport extracellular ;4hbz[e]  <=> 4hbz[p] ;cpd00136  <=> cpd00136 ;;;;Transport;1;-1000;1000;0;;;;
ABUTtex;4 aminobutyrate transport via diffusion extracellular to periplasm ;4abut[e]  <=> 4abut[p] ;cpd00281  <=> cpd00281 ;;;;Transport;1;-1000;1000;0;;;;
ACtex;Acetate transport via diffusion extracellular to periplasm ;ac[e]  <=> ac[p] ;cpd00029  <=> cpd00029 ;;;;Transport;1;-1000;1000;0;;;;
AKGtex;alpha ketoglutarate transport via diffusion extracellular to periplasm ;akg[e]  <=> akg[p] ;cpd00024  <=> cpd00024 ;;;;Transport;1;-1000;1000;0;;;;
ASPtex;L aspartate transport via diffusion extracellular to periplasm ;asp_L[e]  <=> asp_L[p] ;cpd00041  <=> cpd00041 ;;;;Transport;1;-1000;1000;0;;;;
CATECHOLtex;catechol transport via diffusion extracellular to periplasm ;catechol[e]  <=> catechol[p] ;cpd00077  <=> cpd00077 ;;;;Transport;1;-1000;1000;0;;;;
CATECHOLtpp;catechol transport via diffusion periplasm ;catechol[p]  <=> catechol[c] ;cpd00077  <=> cpd00077 ;;;;Transport;1;-1000;1000;0;;;;
CHLtex;choline transport via diffusion extracellular to periplasm ;chol[e]  <=> chol[p] ;cpd00098  <=> cpd00098 ;;;;Transport;1;-1000;1000;0;;;;
CO2tex;CO2 transport via diffusion extracellular to periplasm ;co2[e]  <=> co2[p] ;cpd00011  <=> cpd00011 ;;;;Transport;1;-1000;1000;0;;;;
COBALT2tex;cobalt Co2 transport via diffusion extracellular to periplasm ;cobalt2[e]  <=> cobalt2[p] ;cpd00149  <=> cpd00149 ;;;;Transport;1;-1000;1000;0;;;;
CONFRLtex;conyferyl alcohol transport via diffusion extracellular to periplasm ;confrl[e]  <=> confrl[p] ;cpd00458  <=> cpd00458 ;;;;Transport;1;-1000;1000;0;;;;
CONFRLtpp;conyferyl alcohol transport via diffusion periplasm ;confrl[p]  <=> confrl[c] ;cpd00458  <=> cpd00458 ;;;;Transport;1;-1000;1000;0;;;;
CYStex;L cysteine transport via diffusion extracellular to periplasm ;cys_L[e]  <=> cys_L[p] ;cpd00084  <=> cpd00084 ;;;;Transport;1;-1000;1000;0;;;;
DCAtex;Decanoate transport via diffusion extracellular to periplasm ;dca[e]  <=> dca[p] ;cpd01107  <=> cpd01107 ;;;;Transport;1;-1000;1000;0;;;;
DDCAtex;Fatty acid dodecanoate transport via diffusion extracellular to periplasm ;ddca[e]  <=> ddca[p] ;cpd01741  <=> cpd01741 ;;;;Transport;1;-1000;1000;0;;;;
D_LACtex;D lactate transport via diffusion extracellular to periplasm ;lac_D[e]  <=> lac_D[p] ;cpd00221  <=> cpd00221 ;;;;Transport;1;-1000;1000;0;;;;
FE2t1;iron II transport;fe2[e]  <=> fe2[c] ;cpd00021  <=> cpd00021 ;;;;Transport;1;-1000;1000;0;;;;
FERtex;ferulate transport via diffusion extracellular to periplasm ;fer[e]  <=> fer[p] ;cpd01059  <=> cpd01059 ;;;;Transport;1;-1000;1000;0;;;;
FERtpp;ferulate transport via diffusion periplasm ;fer[p]  <=> fer[c] ;cpd01059  <=> cpd01059 ;;;;Transport;1;-1000;1000;0;;;;
FUMtex;Fumarate transport via diffusion extracellular to periplasm ;fum[e]  <=> fum[p] ;cpd00106  <=> cpd00106 ;;;;Transport;1;-1000;1000;0;;;;
GAt1;Gallate outer membrane porin transport;ga[e]  <=> ga[p] ;cpd01020  <=> cpd01020 ;;;;Transport;1;-1000;1000;0;;;;
GAt2pp;GAproton symport transport;h[p] + ga[p]  <=> h[c] + ga[c] ;cpd00067 + cpd01020  <=> cpd00067 + cpd01020 ;;;;Transport;1;-1000;1000;0;;;;
GLCNtex;D gluconate transport via diffusion extracellular to periplasm ;glcn[e]  <=> glcn[p] ;cpd00222  <=> cpd00222 ;;;;Transport;1;-1000;1000;0;;;;
GLYALDtex;Glyceraldehyde transport via diffusion extracellular to periplasm ;glyald[e]  <=> glyald[p] ;cpd00448  <=> cpd00448 ;;;;Transport;1;-1000;1000;0;;;;
GLYBtex;Glycine betaine transport via diffusion extracellular to periplasm ;glyb[e]  <=> glyb[p] ;cpd00540  <=> cpd00540 ;;;;Transport;1;-1000;1000;0;;;;
GLYCLTtex;glycolate transport via diffusion extracellular to periplasm ;glyclt[e]  <=> glyclt[p] ;cpd00139  <=> cpd00139 ;;;;Transport;1;-1000;1000;0;;;;
H2Otex;H2O transport via diffusion extracellular to periplasm ;h2o[e]  <=> h2o[p] ;cpd00001  <=> cpd00001 ;;;;Transport;1;-1000;1000;0;;;;
H2Otpp;H2O transport via diffusion periplasm ;h2o[p]  <=> h2o[c] ;cpd00001  <=> cpd00001 ;;;;Transport;1;-1000;1000;0;;;;
HDCAtex;Hexadecanoate transport via diffusion extracellular to periplasm ;hdca[e]  <=> hdca[p] ;cpd00214  <=> cpd00214 ;;;;Transport;1;-1000;1000;0;;;;
HXAtex;Hexanoate transport via diffusion extracellular to periplasm ;hxa[e]  <=> hxa[p] ;cpd01113  <=> cpd01113 ;;;;Transport;1;-1000;1000;0;;;;
Htex;proton transport via diffusion extracellular to periplasm ;h[e]  <=> h[p] ;cpd00067  <=> cpd00067 ;;;;Transport;1;-1000;1000;0;;;;
ILEtex;L isoleucine transport via diffusion extracellular to periplasm ;ile_L[e]  <=> ile_L[p] ;cpd00322  <=> cpd00322 ;;;;Transport;1;-1000;1000;0;;;;
LEUtex;L leucine transport via diffusion extracellular to periplasm ;leu_L[e]  <=> leu_L[p] ;cpd00107  <=> cpd00107 ;;;;Transport;1;-1000;1000;0;;;;
L_LACtex;L lactate transport via diffusion extracellular to periplasm ;lac_L[e]  <=> lac_L[p] ;cpd00159  <=> cpd00159 ;;;;Transport;1;-1000;1000;0;;;;
MALtex;Malate transport via diffusion extracellular to periplasm ;mal_L[e]  <=> mal_L[p] ;cpd00130  <=> cpd00130 ;;;;Transport;1;-1000;1000;0;;;;
METtex;L methionine transport via diffusion extracellular to periplasm ;met_L[e]  <=> met_L[p] ;cpd00060  <=> cpd00060 ;;;;Transport;1;-1000;1000;0;;;;
NACt1pp;Nicotinic acid transport via proton symport periplasm ;h[p] + nac[p]  <=> h[c] + nac[c] ;cpd00067 + cpd00218  <=> cpd00067 + cpd00218 ;;;;Transport;1;-1000;1000;0;;;;
NACtex;Nicotinic acid transport via diffusion extracellular to periplasm ;nac[e]  <=> nac[p] ;cpd00218  <=> cpd00218 ;;;;Transport;1;-1000;1000;0;;;;
